two_year_recid,age,sex,priors_count,juv_fel_count,juv_misd_count,c_charge_degree,c_charge_desc,race
no,24.0,Male,0,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,Caucasian
yes,31.0,Male,6,0.0,1.0,M,Battery,African-American
yes,22.0,Male,0,0.0,0.0,F,Dealing in Stolen Property,African-American
no,46.0,Female,4,0.0,0.0,F,arrest case no charge,African-American
no,53.0,Male,3,0.0,0.0,M,arrest case no charge,African-American
no,54.0,Male,0,0.0,0.0,F,Battery on Law Enforc Officer,Caucasian
yes,37.0,Female,5,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,35.0,Female,7,0.0,0.0,F,arrest case no charge,African-American
no,53.0,Female,0,0.0,0.0,F,Dealing in Stolen Property,African-American
yes,26.0,Male,9,0.0,0.0,M,Petit Theft,African-American
yes,48.0,Male,7,0.0,0.0,M,Susp Drivers Lic 1st Offense,African-American
yes,63.0,Male,22,0.0,0.0,M,Trespass Struct/Convey Occupy,African-American
yes,56.0,Female,2,0.0,0.0,M,Driving Under The Influence,African-American
yes,25.0,Male,6,0.0,0.0,F,"Poss 3,4 MDMA (Ecstasy)",African-American
no,49.0,Female,0,0.0,0.0,F,Resist Officer w/Violence,Caucasian
yes,34.0,Male,0,0.0,0.0,M,Susp Drivers Lic 1st Offense,Caucasian
yes,21.0,Male,0,0.0,0.0,M,Battery,African-American
yes,23.0,Male,0,0.0,0.0,F,Trespassing/Construction Site,Caucasian
no,57.0,Male,0,0.0,0.0,F,arrest case no charge,Caucasian
yes,29.0,Male,8,0.0,1.0,F,arrest case no charge,Caucasian
no,34.0,Female,0,0.0,0.0,F,Felony Battery (Dom Strang),Other
yes,25.0,Male,5,0.0,0.0,F,Possession of Oxycodone,Caucasian
no,42.0,Female,1,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,51.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
no,26.0,Male,7,0.0,0.0,F,Sell Cannabis,African-American
no,31.0,Male,5,0.0,1.0,M,Battery,Other
no,34.0,Male,9,0.0,1.0,F,arrest case no charge,African-American
no,53.0,Male,13,0.0,0.0,M,arrest case no charge,African-American
no,43.0,Female,6,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,34.0,Male,0,0.0,0.0,F,Carrying Concealed Firearm,African-American
yes,27.0,Female,2,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,51.0,Male,0,0.0,0.0,M,Operating W/O Valid License,African-American
no,26.0,Male,1,0.0,0.0,M,Operating W/O Valid License,Caucasian
no,47.0,Male,5,0.0,0.0,F,Possession of Cocaine,African-American
no,22.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,36.0,Female,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,36.0,Female,1,0.0,0.0,M,Battery,Hispanic
yes,41.0,Male,4,0.0,0.0,F,Possession Of Heroin,Caucasian
no,37.0,Male,2,0.0,0.0,M,Compulsory Attendance Violation,African-American
no,21.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,25.0,Male,6,0.0,3.0,M,Viol Prot Injunc Repeat Viol,African-American
yes,27.0,Male,1,0.0,0.0,F,Possession of Hydrocodone,Hispanic
yes,31.0,Female,2,0.0,0.0,F,Drivg While Lic Suspd/Revk/Can,Hispanic
yes,24.0,Male,7,0.0,0.0,M,Prowling/Loitering,African-American
no,33.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,46.0,Male,5,0.0,0.0,F,arrest case no charge,Caucasian
yes,44.0,Female,3,0.0,0.0,F,Poss Pyrrolidinovalerophenone,Caucasian
yes,46.0,Male,0,0.0,0.0,F,Aggravated Assault W/dead Weap,Caucasian
no,28.0,Female,1,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
yes,28.0,Male,5,1.0,0.0,F,arrest case no charge,African-American
yes,66.0,Male,5,0.0,0.0,F,Possession of Cocaine,African-American
no,20.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Caucasian
no,27.0,Male,2,0.0,0.0,F,Driving While License Revoked,African-American
no,24.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Other
yes,25.0,Male,3,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
no,31.0,Male,8,0.0,0.0,M,Battery,Caucasian
no,39.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
yes,41.0,Female,7,0.0,0.0,F,Possession of Cannabis,African-American
no,26.0,Male,0,0.0,0.0,F,Crim Use of Personal ID Info,African-American
yes,25.0,Male,2,0.0,0.0,M,Operating W/O Valid License,African-American
no,35.0,Male,5,0.0,0.0,F,Carrying Concealed Firearm,African-American
no,55.0,Male,0,0.0,0.0,M,Battery,Hispanic
yes,22.0,Male,2,0.0,0.0,F,Grand Theft Dwell Property,African-American
yes,29.0,Female,2,0.0,0.0,M,Battery,Other
yes,25.0,Male,7,0.0,0.0,F,Burglary Conveyance Unoccup,African-American
yes,50.0,Male,18,0.0,0.0,M,Petit Theft $100- $300,Caucasian
no,27.0,Female,2,0.0,0.0,M,Driving License Suspended,Caucasian
yes,50.0,Male,5,0.0,0.0,F,Felony Driving While Lic Suspd,Hispanic
yes,20.0,Female,0,0.0,0.0,M,Battery,Caucasian
no,56.0,Male,5,0.0,0.0,M,arrest case no charge,Caucasian
yes,25.0,Male,5,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,48.0,Female,1,0.0,0.0,F,Possess Controlled Substance,African-American
no,21.0,Male,1,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
yes,31.0,Male,2,0.0,0.0,M,Battery,Caucasian
no,35.0,Male,0,0.0,0.0,M,Expired DL More Than 6 Months,Caucasian
yes,25.0,Male,6,0.0,0.0,M,Battery,Hispanic
yes,34.0,Male,2,0.0,0.0,F,Carrying Concealed Firearm,African-American
no,32.0,Male,0,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
no,33.0,Male,1,0.0,0.0,M,Susp Drivers Lic 1st Offense,Hispanic
yes,31.0,Female,1,0.0,0.0,F,Felony Battery (Dom Strang),African-American
yes,29.0,Male,6,0.0,0.0,F,arrest case no charge,African-American
no,25.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
no,26.0,Male,13,0.0,0.0,M,Unlawful Use Of Police Badges,African-American
no,44.0,Female,0,0.0,0.0,M,Battery,Hispanic
yes,31.0,Male,11,0.0,0.0,M,Battery,African-American
yes,28.0,Male,3,0.0,0.0,M,Petit Theft,African-American
no,47.0,Female,1,0.0,0.0,F,Burglary Conveyance Unoccup,Hispanic
yes,27.0,Female,10,0.0,1.0,F,arrest case no charge,African-American
yes,24.0,Male,0,0.0,0.0,F,Deliver Cocaine,African-American
no,49.0,Male,0,0.0,0.0,F,Felony Driving While Lic Suspd,Caucasian
no,40.0,Female,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,22.0,Male,4,0.0,0.0,M,Driving License Suspended,African-American
yes,28.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
no,51.0,Female,1,0.0,0.0,F,Possession of Hydrocodone,Caucasian
yes,24.0,Male,2,0.0,0.0,F,Possession of Hydromorphone,African-American
no,49.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,33.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Caucasian
yes,34.0,Male,6,0.0,0.0,F,Deliver Cocaine,African-American
yes,30.0,Male,8,0.0,0.0,M,Battery,African-American
yes,44.0,Male,0,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
yes,41.0,Male,12,0.0,0.0,F,Possession Of Alprazolam,African-American
no,46.0,Male,0,0.0,0.0,F,Manufacture Cannabis,Caucasian
no,57.0,Male,2,0.0,0.0,M,arrest case no charge,African-American
no,44.0,Female,1,0.0,0.0,M,Battery,Caucasian
no,32.0,Male,0,0.0,0.0,F,Possession of Cannabis,African-American
no,36.0,Male,1,0.0,0.0,M,Battery,African-American
no,30.0,Male,1,0.0,0.0,M,Battery,African-American
no,28.0,Male,0,0.0,0.0,M,Manage Busn W/O City Occup Lic,African-American
yes,31.0,Male,3,0.0,0.0,M,Battery,Caucasian
yes,29.0,Male,8,1.0,0.0,F,Possession of Cocaine,African-American
no,21.0,Male,1,0.0,0.0,M,Burglary Unoccupied Dwelling,African-American
yes,23.0,Male,5,1.0,0.0,F,Possession Burglary Tools,African-American
no,27.0,Male,0,0.0,0.0,M,Battery,Other
no,25.0,Male,4,0.0,0.0,F,Possession Of Alprazolam,Caucasian
yes,49.0,Female,25,0.0,0.0,F,Felony Petit Theft,African-American
no,35.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,Other
yes,35.0,Male,0,0.0,0.0,F,Tamper With Witness/Victim/CI,Hispanic
yes,25.0,Female,1,0.0,0.0,M,Battery,African-American
yes,32.0,Male,2,1.0,0.0,M,arrest case no charge,Hispanic
no,35.0,Male,9,0.0,0.0,F,Tampering With Physical Evidence,African-American
no,33.0,Male,4,0.0,0.0,M,Driving Under The Influence,Caucasian
no,38.0,Male,8,0.0,0.0,F,arrest case no charge,Caucasian
no,32.0,Male,0,0.0,0.0,M,Operating W/O Valid License,African-American
no,23.0,Female,0,0.0,0.0,M,Disorderly Conduct,African-American
no,67.0,Male,3,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
no,23.0,Male,4,1.0,1.0,F,Burglary Unoccupied Dwelling,African-American
no,26.0,Female,0,0.0,0.0,M,Opert With Susp DL 2nd Offens,African-American
yes,31.0,Male,9,0.0,0.0,F,Possession of Cocaine,African-American
yes,22.0,Male,0,0.0,0.0,M,Battery,African-American
yes,20.0,Female,0,0.0,0.0,F,Poss Pyrrolidinovalerophenone,Caucasian
no,24.0,Male,1,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,37.0,Male,0,0.0,0.0,M,Susp Drivers Lic 1st Offense,African-American
no,29.0,Male,0,0.0,0.0,F,Possession Of Methamphetamine,African-American
no,34.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Other
yes,29.0,Male,9,0.0,0.0,F,Deliver Cocaine 1000FT School,African-American
no,49.0,Male,3,0.0,0.0,F,Agg Battery Grt/Bod/Harm,Caucasian
no,31.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
no,59.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,39.0,Male,2,0.0,0.0,M,Resist/Obstruct W/O Violence,African-American
no,23.0,Male,1,0.0,0.0,F,Possession Burglary Tools,African-American
yes,27.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
no,22.0,Male,1,0.0,0.0,F,Uttering a Forged Instrument,African-American
yes,21.0,Male,0,0.0,0.0,F,Burglary Conveyance Unoccup,Caucasian
no,36.0,Male,0,0.0,0.0,F,Aggravated Battery,African-American
yes,30.0,Male,10,0.0,0.0,F,arrest case no charge,African-American
no,31.0,Male,3,0.0,0.0,M,Driving Under The Influence,Caucasian
no,29.0,Female,0,0.0,0.0,M,Disorderly Conduct,Hispanic
yes,47.0,Male,5,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Other
no,25.0,Male,7,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,26.0,Male,0,0.0,0.0,F,Aggravated Assault W/Dead Weap,Caucasian
no,24.0,Male,0,0.0,0.0,M,Battery,African-American
no,43.0,Male,1,0.0,0.0,F,Possession of Cocaine,Other
no,27.0,Male,11,1.0,2.0,F,Deliver Cocaine,African-American
no,28.0,Male,4,0.0,0.0,F,arrest case no charge,Caucasian
no,33.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Other
yes,54.0,Male,3,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,57.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,54.0,Male,11,0.0,0.0,F,Possession of Cocaine,Caucasian
no,30.0,Male,2,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
no,27.0,Male,0,0.0,0.0,M,Battery,Other
no,31.0,Female,4,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
no,29.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,29.0,Female,0,0.0,0.0,M,Battery,Hispanic
no,33.0,Male,2,0.0,0.0,M,Driving License Suspended,Hispanic
no,22.0,Male,0,0.0,0.0,M,Battery,African-American
no,28.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,35.0,Male,0,0.0,0.0,M,Battery,African-American
yes,29.0,Male,2,0.0,0.0,F,Resist Officer w/Violence,African-American
no,30.0,Male,14,0.0,1.0,F,Driving While License Revoked,African-American
no,44.0,Female,1,0.0,0.0,M,Aggrav Child Abuse-Agg Battery,African-American
yes,27.0,Male,2,0.0,0.0,F,Tampering With Physical Evidence,African-American
no,63.0,Female,0,0.0,0.0,M,Battery,Caucasian
yes,27.0,Male,6,0.0,0.0,F,Possession of Cocaine,African-American
no,34.0,Male,3,0.0,0.0,M,Battery,Other
yes,36.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,31.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
no,21.0,Male,0,0.0,0.0,F,Carrying Concealed Firearm,African-American
no,23.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,55.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,40.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,30.0,Male,3,0.0,0.0,M,Battery,African-American
no,41.0,Male,1,0.0,0.0,M,Battery,African-American
no,56.0,Male,0,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,23.0,Male,1,0.0,0.0,F,Possession of Codeine,African-American
no,61.0,Male,14,0.0,0.0,M,Poss Of Controlled Substance,African-American
yes,22.0,Male,0,0.0,0.0,F,Dealing in Stolen Property,Hispanic
yes,20.0,Male,0,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
yes,49.0,Male,2,0.0,0.0,F,Felony/Driving Under Influence,Caucasian
no,31.0,Male,6,2.0,0.0,F,Felony Battery (Dom Strang),African-American
yes,50.0,Male,7,0.0,0.0,F,arrest case no charge,African-American
yes,31.0,Female,3,0.0,0.0,M,Battery,African-American
no,32.0,Male,4,1.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
yes,26.0,Female,7,0.0,0.0,F,Possession of Oxycodone,Caucasian
yes,44.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),African-American
no,56.0,Male,0,0.0,0.0,M,Battery,Other
no,62.0,Male,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,African-American
yes,43.0,Male,3,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,31.0,Male,8,2.0,1.0,M,arrest case no charge,Hispanic
yes,24.0,Female,1,0.0,0.0,M,Battery,African-American
yes,41.0,Male,13,0.0,0.0,F,Possession Of Carisoprodol,African-American
no,23.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,25.0,Male,1,0.0,0.0,F,Lewd or Lascivious Molestation,African-American
no,53.0,Male,0,0.0,0.0,M,Battery,Other
no,67.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,38.0,Male,0,0.0,0.0,M,Battery,Hispanic
no,40.0,Male,1,0.0,0.0,F,arrest case no charge,Other
yes,20.0,Male,0,0.0,0.0,F,Threat Public Servant,African-American
no,45.0,Female,1,0.0,0.0,F,arrest case no charge,Other
yes,29.0,Male,3,1.0,0.0,M,Battery,African-American
no,32.0,Male,0,0.0,0.0,M,Battery,Hispanic
yes,34.0,Female,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,23.0,Male,1,0.0,0.0,M,Prowling/Loitering,African-American
no,39.0,Female,0,0.0,0.0,F,Criminal Mischief,Other
no,29.0,Male,0,0.0,0.0,F,Felony Battery w/Prior Convict,African-American
no,46.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
yes,31.0,Male,9,0.0,0.0,M,Battery,African-American
no,24.0,Male,1,0.0,0.0,M,Battery,African-American
yes,28.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,25.0,Female,0,0.0,0.0,M,Battery,African-American
no,24.0,Female,0,0.0,0.0,M,Battery,African-American
no,29.0,Male,5,0.0,0.0,F,Resist Officer w/Violence,Other
yes,28.0,Male,3,0.0,0.0,F,arrest case no charge,Hispanic
no,36.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,25.0,Male,2,0.0,0.0,M,Tresspass in Structure or Conveyance,African-American
no,29.0,Male,0,0.0,0.0,F,Felony Battery,Caucasian
no,26.0,Female,1,0.0,0.0,F,Agg Battery Grt/Bod/Harm,Caucasian
yes,23.0,Male,3,1.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
yes,20.0,Male,1,0.0,0.0,F,Grand Theft (Motor Vehicle),Other
yes,32.0,Male,4,0.0,0.0,F,Driving While License Revoked,African-American
no,29.0,Male,1,0.0,0.0,F,Agg Battery Grt/Bod/Harm,Hispanic
no,26.0,Female,0,0.0,0.0,F,Aggravated Assault W/Dead Weap,Caucasian
no,45.0,Male,3,0.0,0.0,F,Crim Use of Personal ID Info,Hispanic
yes,35.0,Male,0,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,23.0,Male,0,0.0,0.0,M,Possess Drug Paraphernalia,African-American
no,46.0,Female,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,41.0,Male,0,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,Caucasian
yes,22.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Caucasian
yes,27.0,Male,7,0.0,0.0,M,Robbery / No Weapon,African-American
no,38.0,Female,0,0.0,0.0,M,Battery,Other
yes,24.0,Female,1,0.0,0.0,F,Sale/Del Cannabis At/Near Scho,African-American
yes,27.0,Male,10,0.0,0.0,F,Driving While License Revoked,African-American
no,22.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,43.0,Female,3,0.0,0.0,F,arrest case no charge,African-American
yes,26.0,Male,3,0.0,1.0,M,arrest case no charge,African-American
no,26.0,Male,7,0.0,0.0,M,Susp Drivers Lic 1st Offense,Caucasian
yes,29.0,Male,3,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,42.0,Female,17,3.0,0.0,F,Possession of Cocaine,African-American
no,30.0,Male,0,0.0,0.0,M,Battery,African-American
no,34.0,Male,1,0.0,0.0,F,Burglary Unoccupied Dwelling,Caucasian
no,23.0,Male,3,0.0,0.0,M,Battery,Caucasian
no,47.0,Female,0,0.0,0.0,M,Battery,Caucasian
no,55.0,Male,2,0.0,0.0,M,arrest case no charge,Caucasian
yes,30.0,Female,5,0.0,0.0,F,Sel Etc/Pos/w/Int Contrft Schd,Caucasian
no,30.0,Male,0,0.0,0.0,M,DUI Property Damage/Injury,Hispanic
no,43.0,Male,2,0.0,0.0,F,Possession of Cocaine,African-American
yes,45.0,Male,38,0.0,0.0,F,Felony Battery w/Prior Convict,African-American
no,30.0,Male,0,0.0,0.0,M,Battery,Hispanic
no,61.0,Female,15,0.0,0.0,F,Felony Petit Theft,Caucasian
no,63.0,Male,16,0.0,0.0,M,Battery,African-American
no,49.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,49.0,Male,1,0.0,0.0,M,Battery,African-American
no,42.0,Male,1,0.0,0.0,F,Possession Of Amphetamine,African-American
no,24.0,Male,1,0.0,0.0,M,Battery,African-American
no,51.0,Male,0,0.0,0.0,F,Possession of Cannabis,Caucasian
yes,32.0,Male,6,0.0,0.0,M,Battery,Hispanic
yes,28.0,Male,4,0.0,0.0,F,arrest case no charge,Caucasian
yes,26.0,Male,2,0.0,0.0,F,Burglary Dwelling Assault/Batt,Caucasian
yes,28.0,Male,2,0.0,0.0,F,Tamper With Witness/Victim/CI,Caucasian
no,49.0,Male,2,0.0,0.0,F,Neglect Child / No Bodily Harm,African-American
yes,33.0,Female,6,0.0,0.0,M,arrest case no charge,African-American
no,47.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,56.0,Male,1,0.0,0.0,F,Possession of Hydrocodone,Caucasian
no,53.0,Male,8,0.0,0.0,M,Viol Injunct Domestic Violence,Caucasian
yes,27.0,Male,2,0.0,0.0,M,Criminal Mischief Damage <$200,Other
yes,34.0,Male,17,0.0,0.0,F,arrest case no charge,Hispanic
no,41.0,Male,3,0.0,0.0,M,Driving Under The Influence,Caucasian
no,45.0,Male,6,0.0,0.0,F,Possession Of Alprazolam,African-American
no,47.0,Male,2,0.0,0.0,M,Battery,Caucasian
no,21.0,Female,0,0.0,0.0,F,Burglary Dwelling Assault/Batt,African-American
yes,27.0,Male,2,0.0,0.0,M,Battery,Caucasian
no,21.0,Male,0,0.0,0.0,F,Burglary Conveyance Armed,African-American
no,31.0,Male,0,0.0,0.0,F,Possession of Oxycodone,Caucasian
no,45.0,Female,0,0.0,0.0,M,Criminal Mischief Damage <$200,Hispanic
no,30.0,Male,8,2.0,0.0,F,arrest case no charge,African-American
yes,43.0,Male,1,0.0,0.0,M,DUI Property Damage/Injury,Hispanic
no,23.0,Male,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
no,52.0,Male,1,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,48.0,Male,11,0.0,0.0,M,Resist/Obstruct W/O Violence,African-American
no,51.0,Female,3,0.0,0.0,M,Tampering With Physical Evidence,African-American
yes,30.0,Male,1,0.0,0.0,M,arrest case no charge,Caucasian
yes,29.0,Female,5,0.0,0.0,F,arrest case no charge,African-American
no,44.0,Female,0,0.0,0.0,F,Tampering With Physical Evidence,African-American
yes,34.0,Male,12,0.0,0.0,F,Leaving the Scene of Accident,African-American
no,25.0,Female,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Hispanic
yes,28.0,Male,5,1.0,2.0,F,Aggrav Battery w/Deadly Weapon,African-American
yes,28.0,Male,9,0.0,0.0,F,arrest case no charge,African-American
no,37.0,Male,0,0.0,0.0,M,Viol Injunct Domestic Violence,Other
no,34.0,Female,0,0.0,0.0,F,Grand Theft (Motor Vehicle),Caucasian
yes,23.0,Male,3,0.0,2.0,M,Fail Register Vehicle,African-American
no,71.0,Male,3,0.0,0.0,M,Driving Under The Influence,Caucasian
no,45.0,Male,2,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
yes,33.0,Female,5,0.0,0.0,F,Use of Anti-Shoplifting Device,Native American
no,29.0,Male,0,0.0,0.0,M,Driving Under The Influence,African-American
yes,52.0,Male,23,0.0,0.0,F,arrest case no charge,African-American
no,26.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,31.0,Male,0,0.0,0.0,M,Battery,Hispanic
no,36.0,Male,5,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
yes,52.0,Male,17,0.0,0.0,F,Possession of Cocaine,African-American
yes,42.0,Male,1,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,Hispanic
no,21.0,Male,0,0.0,0.0,M,Battery,African-American
no,29.0,Male,2,0.0,0.0,M,Fleeing or Eluding a LEO,Caucasian
no,54.0,Male,0,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,58.0,Male,12,0.0,0.0,F,Felony Petit Theft,Caucasian
no,22.0,Female,1,0.0,0.0,M,Battery,Caucasian
yes,27.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,29.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,25.0,Female,14,0.0,1.0,F,Burglary Unoccupied Dwelling,Hispanic
no,62.0,Male,0,0.0,0.0,M,Battery,Other
yes,23.0,Female,2,0.0,0.0,M,arrest case no charge,African-American
yes,22.0,Male,1,0.0,0.0,F,Grand Theft Firearm,Other
no,65.0,Female,1,0.0,0.0,F,Aggravated Assault W/Dead Weap,Caucasian
yes,28.0,Female,5,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,31.0,Male,15,0.0,3.0,F,Cruelty Toward Child,African-American
no,31.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Caucasian
no,21.0,Male,0,0.0,0.0,F,Aggravated Battery,African-American
yes,27.0,Male,17,0.0,2.0,F,Driving While License Revoked,African-American
no,33.0,Male,1,0.0,0.0,F,Aggravated Assault W/dead Weap,Caucasian
no,25.0,Male,3,0.0,1.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,39.0,Male,1,0.0,0.0,F,Possession Of Anabolic Steroid,Caucasian
yes,29.0,Male,8,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
yes,27.0,Male,15,0.0,0.0,F,Battery on Law Enforc Officer,African-American
no,42.0,Female,0,0.0,0.0,F,Child Abuse,Caucasian
no,21.0,Male,0,0.0,0.0,F,Tampering With Physical Evidence,Caucasian
yes,27.0,Male,5,0.0,0.0,M,Susp Drivers Lic 1st Offense,African-American
yes,36.0,Male,2,0.0,0.0,M,Battery,African-American
yes,24.0,Female,0,0.0,0.0,F,Uttering a Forged Instrument,African-American
no,67.0,Female,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
yes,29.0,Male,4,0.0,0.0,F,Throw Deadly Missile Into Veh,Other
no,27.0,Female,2,0.0,0.0,F,Aggravated Battery,African-American
yes,39.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
no,42.0,Male,5,0.0,0.0,F,arrest case no charge,Caucasian
no,41.0,Male,1,0.0,0.0,M,Driving Under The Influence,Hispanic
no,25.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
yes,40.0,Male,8,0.0,0.0,F,Possession of Oxycodone,Caucasian
yes,37.0,Male,4,0.0,0.0,M,Battery,African-American
yes,42.0,Female,8,0.0,0.0,F,arrest case no charge,African-American
yes,27.0,Female,12,0.0,0.0,M,Petit Theft,African-American
yes,26.0,Male,8,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
no,23.0,Male,1,0.0,0.0,M,Unlaw LicTag/Sticker Attach,African-American
yes,32.0,Male,8,0.0,0.0,M,Battery,Caucasian
